State,District,Level,Name,Total Population,Classification,lower
28,549,DISTRICT,Prakasam,3397448,Metropolitan,prakasam
28,550,DISTRICT,Sri Potti Sriramulu Nellore,2963557,Metropolitan,sri potti sriramulu nellore
28,551,DISTRICT,Y.S.R.,2882469,Metropolitan,y.s.r.
28,552,DISTRICT,Kurnool,4053463,Metropolitan,kurnool
28,553,DISTRICT,Anantapur,4081148,Metropolitan,anantapur
28,554,DISTRICT,Chittoor,4174064,Metropolitan,chittoor
29,555,DISTRICT,Belgaum,4779661,Metropolitan,belgaum
29,556,DISTRICT,Bagalkot ,1889752,Metropolitan,bagalkot 
29,557,DISTRICT,Bijapur,2177331,Metropolitan,bijapur
29,558,DISTRICT,Bidar,1703300,Metropolitan,bidar
29,559,DISTRICT,Raichur,1928812,Metropolitan,raichur
29,560,DISTRICT,Koppal,1389920,Metropolitan,koppal
29,561,DISTRICT,Gadag,1064570,Metropolitan,gadag
29,562,DISTRICT,Dharwad,1847023,Metropolitan,dharwad
29,563,DISTRICT,Uttara Kannada,1437169,Metropolitan,uttara kannada
29,564,DISTRICT,Haveri,1597668,Metropolitan,haveri
29,565,DISTRICT,Bellary,2452595,Metropolitan,bellary
29,566,DISTRICT,Chitradurga,1659456,Metropolitan,chitradurga
29,567,DISTRICT,Davanagere,1945497,Metropolitan,davanagere
29,568,DISTRICT,Shimoga,1752753,Metropolitan,shimoga
29,569,DISTRICT,Udupi,1177361,Metropolitan,udupi
29,570,DISTRICT,Chikmagalur,1137961,Metropolitan,chikmagalur
29,571,DISTRICT,Tumkur,2678980,Metropolitan,tumkur
29,572,DISTRICT,Bangalore,9621551,Metropolitan,bangalore
29,573,DISTRICT,Mandya,1805769,Metropolitan,mandya
29,574,DISTRICT,Hassan,1776421,Metropolitan,hassan
29,575,DISTRICT,Dakshina Kannada,2089649,Metropolitan,dakshina kannada
29,576,DISTRICT,Kodagu,554519,Urban,kodagu
29,577,DISTRICT,Mysore,3001127,Metropolitan,mysore
29,578,DISTRICT,Chamarajanagar,1020791,Metropolitan,chamarajanagar
29,579,DISTRICT,Gulbarga,2566326,Metropolitan,gulbarga
29,580,DISTRICT,Yadgir,1174271,Metropolitan,yadgir
29,581,DISTRICT,Kolar,1536401,Metropolitan,kolar
29,582,DISTRICT,Chikkaballapura,1255104,Metropolitan,chikkaballapura
29,583,DISTRICT,Bangalore Rural,990923,Urban,bangalore rural
29,584,DISTRICT,Ramanagara,1082636,Metropolitan,ramanagara
30,585,DISTRICT,North Goa,818008,Urban,north goa
30,586,DISTRICT,South Goa,640537,Urban,south goa
31,587,DISTRICT,Lakshadweep,64473,Semi-Urban,lakshadweep
32,588,DISTRICT,Kasaragod,1307375,Metropolitan,kasaragod
32,589,DISTRICT,Kannur,2523003,Metropolitan,kannur
32,590,DISTRICT,Wayanad,817420,Urban,wayanad
32,591,DISTRICT,Kozhikode,3086293,Metropolitan,kozhikode
32,592,DISTRICT,Malappuram,4112920,Metropolitan,malappuram
32,593,DISTRICT,Palakkad,2809934,Metropolitan,palakkad
32,594,DISTRICT,Thrissur,3121200,Metropolitan,thrissur
32,595,DISTRICT,Ernakulam,3282388,Metropolitan,ernakulam
32,596,DISTRICT,Idukki ,1108974,Metropolitan,idukki 
32,597,DISTRICT,Kottayam,1974551,Metropolitan,kottayam
32,598,DISTRICT,Alappuzha,2127789,Metropolitan,alappuzha
32,599,DISTRICT,Pathanamthitta,1197412,Metropolitan,pathanamthitta
32,600,DISTRICT,Kollam,2635375,Metropolitan,kollam
32,601,DISTRICT,Thiruvananthapuram,3301427,Metropolitan,thiruvananthapuram
33,602,DISTRICT,Thiruvallur,3728104,Metropolitan,thiruvallur
33,603,DISTRICT,Chennai,4646732,Metropolitan,chennai
33,604,DISTRICT,Kancheepuram,3998252,Metropolitan,kancheepuram
33,605,DISTRICT,Vellore,3936331,Metropolitan,vellore
33,606,DISTRICT,Tiruvannamalai,2464875,Metropolitan,tiruvannamalai
33,607,DISTRICT,Viluppuram,3458873,Metropolitan,viluppuram
33,608,DISTRICT,Salem,3482056,Metropolitan,salem
33,609,DISTRICT,Namakkal   ,1726601,Metropolitan,namakkal   
33,610,DISTRICT,Erode,2251744,Metropolitan,erode
33,611,DISTRICT,The Nilgiris,735394,Urban,the nilgiris
33,612,DISTRICT,Dindigul,2159775,Metropolitan,dindigul
33,613,DISTRICT,Karur ,1064493,Metropolitan,karur 
33,614,DISTRICT,Tiruchirappalli,2722290,Metropolitan,tiruchirappalli
33,615,DISTRICT,Perambalur  ,565223,Urban,perambalur  
33,616,DISTRICT,Ariyalur  ,754894,Urban,ariyalur  
33,617,DISTRICT,Cuddalore,2605914,Metropolitan,cuddalore
33,618,DISTRICT,Nagapattinam  ,1616450,Metropolitan,nagapattinam  
33,619,DISTRICT,Thiruvarur,1264277,Metropolitan,thiruvarur
33,620,DISTRICT,Thanjavur,2405890,Metropolitan,thanjavur
33,621,DISTRICT,Pudukkottai,1618345,Metropolitan,pudukkottai
33,622,DISTRICT,Sivaganga,1339101,Metropolitan,sivaganga
33,623,DISTRICT,Madurai,3038252,Metropolitan,madurai
33,624,DISTRICT,Theni  ,1245899,Metropolitan,theni  
33,625,DISTRICT,Virudhunagar,1942288,Metropolitan,virudhunagar
33,626,DISTRICT,Ramanathapuram,1353445,Metropolitan,ramanathapuram
33,627,DISTRICT,Thoothukkudi,1750176,Metropolitan,thoothukkudi
33,628,DISTRICT,Tirunelveli ,3077233,Metropolitan,tirunelveli 
33,629,DISTRICT,Kanniyakumari,1870374,Metropolitan,kanniyakumari
33,630,DISTRICT,Dharmapuri,1506843,Metropolitan,dharmapuri
33,631,DISTRICT,Krishnagiri,1879809,Metropolitan,krishnagiri
33,632,DISTRICT,Coimbatore,3458045,Metropolitan,coimbatore
33,633,DISTRICT,Tiruppur,2479052,Metropolitan,tiruppur
34,634,DISTRICT,Yanam,55626,Semi-Urban,yanam
34,635,DISTRICT,Puducherry,950289,Urban,puducherry
34,636,DISTRICT,Mahe,41816,Semi-Urban,mahe
34,637,DISTRICT,Karaikal,200222,Urban,karaikal
35,638,DISTRICT,Nicobars,36842,Semi-Urban,nicobars
35,639,DISTRICT,North  & Middle Andaman,105597,Urban,north  & middle andaman
35,640,DISTRICT,South Andaman,238142,Urban,south andaman
